"","area_resultado","programa","acao","sub_acao","quantificacao_meta","quantificacao_executada","relacao_fisica","relacao_fisica_agrupamento","valor_orcado","valor_empenhado","relacao_financeira","relacao_financeira_agrupamento","eficacia","programa_tipo","nome_uo","funcao","subfuncao","nome_programa","nome_acao","nome_sub_acao","nome_produto"
"959",10,20,2878,3,1169,906,0.775021385799829,"0.7 a 1.3",9000,0,0,"N�o h� execu��o",-1,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Proteção Social Especial","Serviço de Proteção Especial de Média Complexidade","Serviço de Proteção aos Adolescentes em Cumprimento de Medidas Socioeducativas - LA/CREAS ( META NÃO CUMULATIVA )","Pessoa atendida"
"960",9,57,2566,17,6,2,0.333333333333333,"0.01 a 0.4",40000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE PLANEJAMENTO URBANO","Urbanismo","Serviços Urbanos","Gestão da Política Urbana","Coordenação do Planejamento Urbano","Projetos de Mobiliário Urbano","Projeto elaborado/gerenciado"
"961",10,163,2859,4,3,2,0.666666666666667,"0.4 a 0.7",1800000,164993,0.0916627777777778,"0.01 a 0.4",7.27303552627563,"Associado","FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE","Assistência Social","Assistência à Criança e ao Adolescente","Promoção e Proteção às Crianças e Adolescentes e suas Famílias"," Ações para a Promoção e Proteção dos Direitos da Criança, Adolescentes e suas Famílias","Acolhimento Familiar","Projeto apoiado"
"962",2,140,2046,4,139,130,0.935251798561151,"0.7 a 1.3",3663244,4060841,1.10853685967956,"0.7 a 1.3",0.843681275844574,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Educação Infantil","Gestão e Operacionalização da Política Educacional","Gestão Descentralizada da Educação","PAP - Projeto de Ação Pedagógica - Educação Infantil ( META NÃO CUMULATIVA )","Escola contemplada"
"963",3,211,1272,1,1,0,0,"N�o h� execu��o",12000,0,0,"N�o h� execu��o",0,"Sustentador","FUNDO MUNICIPAL DE TRANSPORTES URBANOS","Transporte","Serviços Urbanos","Prioridade ao Transporte Coletivo","Implantação de Novos Terminais Rodoviários","Implantação do Novo Terminal Rodoviário","Atividade realizada"
"964",1,114,2891,5,5,3,0.6,"0.4 a 0.7",0,0,-1,"N�o h� meta",-1,"Associado","FUNDO MUNICIPAL DE SAÚDE","Saúde","Administração Geral","Rede de Cuidados Especializados Complementares à Saúde","Rede Própria de Cuidados Especializados Complementares à Saúde - Ambulatorial","Manutenção dos Centros de Reabilitação (CREAB) ( META NÃO CUMULATIVA )","Equipamento existente"
"965",6,3,2830,2,84,31,0.369047619047619,"0.01 a 0.4",300000,158551,0.528503333333333,"0.4 a 0.7",0.698288142681122,"Associado","FUNDO DA PROCURADORIA-GERAL DO MUNICÍPIO","Administração","Administração Financeira","Prestação de Serviços Jurídicos","Operação do Fundo da Procuradoria-Geral do Município","Fomento à Capacitação, Formação, Aperfeiçoamento, Treinamento e Participação em Eventos","Pessoa capacitada"
"966",2,207,2705,3,3,0,0,"N�o h� execu��o",50000,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Educação Infantil","Melhoria da Qualidade da Educação","Mobilização da Comunidade Escolar","Publicação de Jornal Família Escola da Educação Infantil ( META NÃO CUMULATIVA )","Edições"
"967",6,85,2602,2,50,10,0.2,"0.01 a 0.4",22482400,20283428,0.902191403053055,"0.7 a 1.3",0.221682459115982,"Associado","EMPRESA DE INFORMÁTICA E INFORMAÇÃO DO MUNICÍPIO DE BELO HORIZONTE","Ciência e Tecnologia","Desenvolvimento Tecnológico e Engenharia","Gestão da Política de Tecnologia da Informação e Comunicação","Gerenciamento, Implantação e Atendimento de Serviços na RMI","Adequação do Datacenter às Demandas de Serviços de TIC da PBH ( META NÃO CUMULATIVA )","Data center adequado"
"968",2,140,2080,1,132117,121577,0.920222227268255,"0.7 a 1.3",769657749,661251555,0.859150129858564,"0.7 a 1.3",1.07108426094055,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Gestão e Operacionalização da Política Educacional","Administração do Ensino Fundamental","Administração do Ensino Fundamental ( META NÃO CUMULATIVA )","Aluno matriculado"
"969",1,241,2891,4,1,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Sustentador","FUNDO MUNICIPAL DE SAÚDE","Saúde","Assistência Hospitalar e Ambulatorial","Recomeço","Rede Própria de Cuidados Especializados Complementares à Saúde - Ambulatorial","Implantação de novos CERSAMs - AD para Adolescentes","Equipamento implantado"
"970",5,216,1359,1,1,0,0,"N�o h� execu��o",497250,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE REGULAÇÃO URBANA","Urbanismo","Serviços Urbanos","Desburocratização e Melhoria do Ambiente de Negócios","Melhoria dos Processos de Licenciamento Urbanístico","Disponibilização online das diretrizes para construção de edificações conforme a legislação","Diretrizes disponibilizadas"
"971",6,220,2021,3,13000,5876,0.452,"0.4 a 0.7",420000,184020,0.438142857142857,"0.4 a 0.7",1.03162705898285,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS","Trabalho","Proteção e Benefícios ao Trabalhador","Gestão Estratégica de Pessoas","Programa de Atenção Integral à Saúde e Segurança do Servidor - Saúde Mais","Exames Médicos Periódicos","Servidor examinado"
"972",1,114,2892,3,70300,69589,0.989886201991465,"0.7 a 1.3",6100000,8251839,1.35276049180328,"1.3 a 2.0",0.731752753257751,"Associado","FUNDO MUNICIPAL DE SAÚDE","Saúde","Assistência Hospitalar e Ambulatorial","Rede de Cuidados Especializados Complementares à Saúde","Rede Contratada de Cuidados Especializados Complementares à Saúde - Ambulatorial","Cirurgias Eletivas SUS-BH","Cirurgia realizada"
"973",5,237,2647,2,300,297,0.99,"0.7 a 1.3",6889516,5253618,0.762552550861338,"0.7 a 1.3",1.29827117919922,"Sustentador","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência à Criança e ao Adolescente","Qualificação, Profissionalização e Emprego","Inserção Social e Produtiva","Programa de Promoção ao Adolescente Trabalhador ( META NÃO CUMULATIVA )","Vagas abertas"
"974",6,85,2882,1,28,0,0,"N�o h� execu��o",39200,0,0,"N�o h� execu��o",0,"Associado","EMPRESA DE INFORMÁTICA E INFORMAÇÃO DO MUNICÍPIO DE BELO HORIZONTE","Ciência e Tecnologia","Desenvolvimento Tecnológico e Engenharia","Gestão da Política de Tecnologia da Informação e Comunicação","Serviços Multimídia","Implantação e Expansão de Sistema de Distribuição de Conteúdos do Conecta BH","Ponto de acesso implantado"
"975",7,225,1231,27,116,85,0.732758620689655,"0.7 a 1.3",2220909,581764,0.261948598524298,"0.01 a 0.4",2.79733753204346,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Vila Viva","Melhorias Urbanas em Assentamentos Precários","Reassentamento/Indenizações - OP","Atendimento realizado"
"976",1,30,2616,2,2728,2723,0.99816715542522,"0.7 a 1.3",1000,0,0,"N�o h� execu��o",-1,"Associado","HOSPITAL MUNICIPAL ODILON BEHRENS","Saúde","Assistência Hospitalar e Ambulatorial","Atendimento Ambulatorial, Emergencial e Hospitalar","Gestão da Assistência Hospitalar e Ambulatorial","Unidade Materno Infantil","Parto realizado"
"977",10,132,2761,7,17710,17332,0.978656126482213,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Associado","FUNDO MUNICIPAL DE MERENDA ESCOLAR","Assistência Social","Alimentação e Nutrição","Gestão da Política Municipal de Segurança Alimentar e Nutricional","Gestão da Assistência Alimentar e Nutricional à Rede Municipal de Ensino","Operacionalização do Sistema de Supervisão da Segurança Alimentar e Nutricional (SISAN)","Visita realizada"
"978",11,239,1215,1,10,1,0.1,"0.01 a 0.4",9353774,1112714,0.118958828810703,"0.01 a 0.4",0.840627014636993,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Cultura","Difusão Cultural","Rede BH Cultural","Construção, Ampliação e Reforma de Unidades de Cultura","Construção, Ampliação e Reforma de Unidades de Cultura","Obra executada"
"979",7,64,1231,8,1910,70,0.0366492146596859,"0.01 a 0.4",162073,123016,0.75901599896343,"0.7 a 1.3",0.0482851676642895,"Associado","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Geração e Qualificação Habitacional em Áreas de Interesse Social","Melhorias Urbanas em Assentamentos Precários","Ações Sociais em Assentamentos Precários ( META NÃO CUMULATIVA )","Atendimento realizado"
"980",2,206,2702,4,8660,7111,0.821131639722864,"0.7 a 1.3",7493271,6534095,0.871995020599148,"0.7 a 1.3",0.941670119762421,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Expansão da Escola Integrada","Gestão do Programa Escola Integrada","Manutenção de Convênios com Instituições - Ensino Fundamental ( META NÃO CUMULATIVA )","Aluno beneficiado"
"981",10,234,2409,7,1,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Sustentador","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência à Criança e ao Adolescente","BH Cidadania  e o SUAS - Sistema Único de Assistência Social","Centros de Referência","Implantação de nova sede do Centro POP para criança/adolescente - Miguilim","Equipamento público implantado"
"982",6,14,2809,5,1,0,0,"N�o h� execu��o",10000,10051,1.0051,"0.7 a 1.3",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE RECURSOS HUMANOS","Administração","Administração Geral","Gestão dos Recursos Humanos","Gerenciamento do Sistema de Recursos Humanos","Sistema Informatizado de Avaliação de Desempenho","Sistema Implantado"
"983",10,132,2121,1,200,105,0.525,"0.4 a 0.7",1000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Agricultura","Promoção da Produção Vegetal","Gestão da Política Municipal de Segurança Alimentar e Nutricional","Fomento e Gerenciamento da Comercialização Direta da Agricultura Urbana e Familiar","Operacionalização da Compra Direta da Agricultura Familiar","Produtor beneficiado"
"984",5,86,2629,8,1,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Associado","EMPRESA MUNICIPAL DE TURISMO DE BELO HORIZONTE S/A","Comércio e Serviços","Turismo","Fomento ao Turismo de Lazer, Eventos e Negócios","Promoção e Desenvolvimento do Turismo de Negócios e Apoio à Eventos Culturais e Econômicos","Estudos Econômicos sobre os Polos Turísticos de Belo Horizonte","Pesquisa realizada"
"985",10,234,2409,3,150,12,0.08,"0.01 a 0.4",1618487,943092,0.58269976836391,"0.4 a 0.7",0.137291967868805,"Sustentador","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","BH Cidadania  e o SUAS - Sistema Único de Assistência Social","Centros de Referência","Centro Dia de Referência para Pessoa Adulta com Deficiência Dependente e Família ( META NÃO CUMULATIVA )","Pessoa atendida/mês"
"986",9,232,2855,5,30000,5000,0.166666666666667,"0.01 a 0.4",10000,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE FISCALIZAÇÃO","Urbanismo","Serviços Urbanos","Movimento Respeito por BH","Coordenação da Fiscalização Municipal","Comunicação e Mobilização Social","Informativo distribuído"
"987",10,20,2403,13,100,80,0.8,"0.7 a 1.3",1645701,1580924,0.96063865793361,"0.7 a 1.3",0.832779288291931,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Proteção Social Especial","Serviço de Proteção Social Especial de Alta Complexidade","Acolhimento Institucional ao Migrante ( META NÃO CUMULATIVA )","Vaga disponibilizada"
"988",9,72,2817,1,9,1,0.111111111111111,"0.01 a 0.4",491382,142455,0.289906834194171,"0.01 a 0.4",0.383264899253845,"Associado","FUNDAÇÃO DE PARQUES MUNICIPAIS","Gestão Ambiental","Preservação e Conservação Ambiental","Planejamento, Monitoramento e Gerenciamento dos Parques e Necrópoles","Educação Ambiental e Promoção de Eventos","Realização de Atividades de Educação Ambiental e Eventos","Atividade/evento realizado"
"989",7,225,1231,9,7,0.99,0.141428571428571,"0.01 a 0.4",7722895,1861465,0.241032022318056,"0.01 a 0.4",0.586762607097626,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Vila Viva","Melhorias Urbanas em Assentamentos Precários","Implantação do Vila Viva - Morro das Pedras","Obra executada"
"990",6,222,1338,1,30,0,0,"N�o h� execu��o",1100000,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL DE OBRAS E INFRAESTRUTURA","Administração","Administração Geral","Desburocratização e Melhoria do Atendimento ao Cidadão","Desburocratização e Melhoria dos Serviços de Atendimento ao Cidadão","Implantação das Centrais BH Resolve Barreiro e Venda Nova","Central implantada"
"991",9,233,1208,2,4284,420.88,0.0982446311858077,"0.01 a 0.4",19168159,17527183,0.914390526497615,"0.7 a 1.3",0.107442744076252,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Urbanismo","Infra-Estrutura Urbana","Manutenção da Cidade","Conservação de Vias Urbanas","Manutenção Preventiva e Corretiva de Pavimento ( META NÃO CUMULATIVA )","Serviço de manutenção"
"992",10,163,2859,2,4,3,0.75,"0.7 a 1.3",776000,370317,0.477212628865979,"0.4 a 0.7",1.57162642478943,"Associado","FUNDO MUNICIPAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE","Assistência Social","Assistência à Criança e ao Adolescente","Promoção e Proteção às Crianças e Adolescentes e suas Famílias"," Ações para a Promoção e Proteção dos Direitos da Criança, Adolescentes e suas Famílias","Orientação e Apoio Sociofamiliar","Projeto apoiado"
"993",10,20,2403,23,10,0,0,"N�o h� execu��o",205000,0,0,"N�o h� execu��o",0,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Proteção Social Especial","Serviço de Proteção Social Especial de Alta Complexidade","Serviço de Acolhimento em República ( META NÃO CUMULATIVA )","Vaga disponibilizada"
"994",10,20,2409,2,80,18,0.225,"0.01 a 0.4",340214,16297,0.0479022027312221,"0.01 a 0.4",4.69707012176514,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Proteção Social Especial","Centros de Referência","Centro de Referência Especializado para População de Rua / Miguilim ( META NÃO CUMULATIVA )","Criança/adolescente atendido"
"995",10,101,2531,12,15100,0,0,"N�o h� execu��o",68000,0,0,"N�o h� execu��o",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE ESPORTES","Desporto e Lazer","Desporto Comunitário","Promoção e Democratização das Práticas de Esportes e Lazer","Programas de Esporte Educacional","Festival de Atletismo","Criança/adolescente participante"
"996",1,241,2403,19,1,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Sustentador","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Recomeço","Serviço de Proteção Social Especial de Alta Complexidade","Implantação de Unidade de Acolhimento Institucional de Mães Usuárias de Drogas e seus Filhos","Unidade Implantada"
"997",9,230,1337,1,10,0,0,"N�o h� execu��o",8968300,9412,0.00104947425933566,"0.01 a 0.4",0,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Urbanismo","Infra-Estrutura Urbana","Planejamento e Estruturação Urbana","Intervenções Urbanísticas","Intervenções Urbanísticas","Obra executada"
"998",9,228,2537,5,1,0,0,"N�o h� execu��o",174300,0,0,"N�o h� execu��o",0,"Sustentador","SUPERINTENDÊNCIA DE LIMPEZA URBANA","Saneamento","Saneamento Básico Urbano","Coleta, Destinação e Tratamento de Resíduos Sólidos","Tratamento e Destinação de Resíduos Sólidos","Projeto de Engenharia para Construção de Unidades de Recebimento de Pequenos Volumes - URPV's ( META NÃO CUMULATIVA )","Projeto elaborado"
"999",9,243,1231,8,1642,882,0.537149817295981,"0.4 a 0.7",0,0,-1,"N�o h� meta",-1,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Gestão Ambiental","Melhorias Urbanas em Assentamentos Precários","Ações Sociais em Assentamentos Precários ( META NÃO CUMULATIVA )","Atendimento realizado"
"1000",10,132,2121,4,50,22,0.44,"0.4 a 0.7",0,0,-1,"N�o h� meta",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Agricultura","Promoção da Produção Vegetal","Gestão da Política Municipal de Segurança Alimentar e Nutricional","Fomento e Gerenciamento da Comercialização Direta da Agricultura Urbana e Familiar","Armazém da Roça ( META NÃO CUMULATIVA )","Produtor beneficiado"
"1001",10,127,2335,3,30,14,0.466666666666667,"0.4 a 0.7",15000,0,0,"N�o h� execu��o",-1,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE DIREITOS DE CIDADANIA","Direitos da Cidadania","Direitos Individuais, Coletivos e Difusos","Promoção e Defesa de Direitos Humanos e Cidadania","Educação Política em Direitos Humanos e Cidadania","Realização de Atividade de Orientação à Agentes Públicos para Melhor Atendimento ao Cidadão","Atividade realizada"
"1002",10,101,2531,15,2500,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Associado","SECRETARIA MUNICIPAL ADJUNTA DE ESPORTES","Desporto e Lazer","Desporto Comunitário","Promoção e Democratização das Práticas de Esportes e Lazer","Programas de Esporte Educacional","Festival de Ginástica Ritmica","Criança/adolescente participante"
"1003",9,72,2812,2,5,0,0,"N�o h� execu��o",1080000,0,0,"N�o h� execu��o",0,"Associado","FUNDAÇÃO DE PARQUES MUNICIPAIS","Gestão Ambiental","Preservação e Conservação Ambiental","Planejamento, Monitoramento e Gerenciamento dos Parques e Necrópoles","Gestão Operacional dos Parques Municipais","Elaboração de projetos de apoio à manutenção e adequação das unidades da FPM","Projeto elaborado"
"1004",1,241,2886,6,1,0,0,"N�o h� execu��o",105000,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Ensino Fundamental","Recomeço","Gestão da Melhoria da Qualidade da Educação","Publicação de Material de Prevenção ao Uso de Drogas ( META NÃO CUMULATIVA )","Publicação realizada"
"1005",10,113,2350,6,3,1,0.333333333333333,"0.01 a 0.4",135000,0,0,"N�o h� execu��o",-1,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Gestão da Política de Assistência Social","Vigilância Socioassistencial","Realização de Estudo de Custo dos Serviços e Benefícios Socioassistenciais no âmbito do SUAS","Estudo de custo realizado"
"1006",9,72,2812,4,25,0,0,"N�o h� execu��o",68000,0,0,"N�o h� execu��o",0,"Associado","FUNDAÇÃO DE PARQUES MUNICIPAIS","Gestão Ambiental","Preservação e Conservação Ambiental","Planejamento, Monitoramento e Gerenciamento dos Parques e Necrópoles","Gestão Operacional dos Parques Municipais","Elaboração de Plano de Negócios","Plano elaborado"
"1007",1,241,2878,10,2,0,0,"N�o h� execu��o",32811,0,0,"N�o h� execu��o",0,"Sustentador","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Recomeço","Serviço de Proteção Especial de Média Complexidade","Implantação do Centro de Referência Especializado de Assistência Social / CREAS Móvel","Unidade Implantada"
"1008",1,114,2893,1,1050000,1015981,0.967600952380952,"0.7 a 1.3",63057900,61756721,0.979365329324319,"0.7 a 1.3",0.987987756729126,"Associado","FUNDO MUNICIPAL DE SAÚDE","Saúde","Assistência Hospitalar e Ambulatorial","Rede de Cuidados Especializados Complementares à Saúde","Rede de Urgência","Atendimento da População na Rede de Urgência do SUS-BH","Atendimento realizado"
"1009",10,235,2535,4,5000,4500,0.9,"0.7 a 1.3",5000,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE LAZER","Desporto e Lazer","Lazer","Programa de Atendimento ao Idoso","Programa Vida Ativa","Caminhada do Envelhecimento Saudável","Idoso participante"
"1010",10,19,2879,1,2970,486,0.163636363636364,"0.01 a 0.4",1212101,1143518,0.943418081496509,"0.7 a 1.3",0.173450529575348,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Proteção Social Básica","Serviço de Proteção Social Básica em Domicílio para Pessoas com Deficiência e Idosas","Proteção Social à Pessoa com Deficiência ( META NÃO CUMULATIVA )","Pessoa atendida"
"1011",10,234,1231,32,19,0,0,"N�o h� execu��o",898625,0,0,"N�o h� execu��o",0,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","BH Cidadania  e o SUAS - Sistema Único de Assistência Social","Melhorias Urbanas em Assentamentos Precários","Projetos e Obras de Melhorias Habitacionais","Família beneficiada"
"1012",10,238,2531,8,1,0,0,"N�o h� execu��o",175000,0,0,"N�o h� execu��o",0,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE ESPORTES","Desporto e Lazer","Desporto Comunitário","Promoção do Esporte e do Lazer","Programas de Esporte Educacional","Programa Ginástica Ritmica","Núcleo implantado"
"1013",10,236,2331,8,24,12,0.5,"0.4 a 0.7",201600,191853,0.951651785714286,"0.7 a 1.3",0.525402247905731,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE SEGURANÇA ALIMENTAR E NUTRICIONAL","Assistência Social","Alimentação e Nutrição","Direito de Todos","Centro de Referência em Segurança Alimentar e Nutricional Sustentável","Pesquisa da Cesta Básica","Estudo/pesquisa realizado"
"1014",6,221,1373,7,47,8,0.170212765957447,"0.01 a 0.4",294182,0,0,"N�o h� execu��o",-1,"Sustentador","SECRETARIA MUNICIPAL DE PLANEJAMENTO, ORÇAMENTO E INFORMAÇÃO","Ciência e Tecnologia","Desenvolvimento Tecnológico e Engenharia","BH Digital","Gestão do Plano Diretor de Informática","Disponibilização de Sinal de Internet em Bairros da Cidade através do Programa ""Uma Praça em cada Bairro""","Praça com Internet disponibilizada"
"1015",7,225,1231,25,144,20,0.138888888888889,"0.01 a 0.4",2874454,93580,0.0325557479785726,"0.01 a 0.4",4.26618671417236,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Vila Viva","Melhorias Urbanas em Assentamentos Precários","Reassentamento/Indenizações","Atendimento realizado"
"1016",10,132,2761,2,17420000,14883098,0.854368427095293,"0.7 a 1.3",9486263,7005898,0.738530862996314,"0.7 a 1.3",1.15684866905212,"Associado","FUNDO MUNICIPAL DE MERENDA ESCOLAR","Assistência Social","Alimentação e Nutrição","Gestão da Política Municipal de Segurança Alimentar e Nutricional","Gestão da Assistência Alimentar e Nutricional à Rede Municipal de Ensino","Gerenciamento da Assistência Alimentar e Nutricional às UMEIS","Refeição Servida"
"1017",2,140,2542,1,42954,34525,0.803766820319411,"0.7 a 1.3",245698401,247737135,1.00829770967862,"0.7 a 1.3",0.79715222120285,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Educação Infantil","Gestão e Operacionalização da Política Educacional","Administração da Educação Infantil","Administração da Educação Infantil ( META NÃO CUMULATIVA )","Aluno matriculado"
"1018",6,105,2652,5,124,27,0.217741935483871,"0.01 a 0.4",473000,173219,0.366213530655391,"0.01 a 0.4",0.594576418399811,"Associado","FUNDO MODERNIZAÇÃO E APRIMORAMENTO ADM. TRIBUTÁRIA DO MUNICÍPIO","Administração","Administração de Receitas","Gestão da Política Fiscal Municipal","Coordenação Superior das Finanças","Capacitação e Aperfeiçoamento dos Servidores da Administração Tributária","Servidor capacitado"
"1019",7,225,1231,2,3000,2255,0.751666666666667,"0.7 a 1.3",0,0,-1,"N�o h� meta",-1,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Vila Viva","Melhorias Urbanas em Assentamentos Precários","Cadastro e Atualização de Banco de Dados","Cadastro Realizado"
"1020",2,140,2700,3,17021,16472,0.967745725868045,"0.7 a 1.3",1452380,562112,0.387028188215205,"0.01 a 0.4",2.50045275688171,"Associado","SECRETARIA MUNICIPAL DE EDUCAÇÃO","Educação","Educação de Jovens e Adultos","Gestão e Operacionalização da Política Educacional","Operação e Manutenção da Educação","Fornecimento de Kits Escolares - EJA","Aluno beneficiado"
"1021",7,226,1207,6,580,0,0,"N�o h� execu��o",0,0,-1,"N�o h� meta",0,"Sustentador","FUNDO MUNICIPAL DE HABITAÇÃO POPULAR","Habitação","Habitação Urbana","Habitação","Produção de Moradias","Licenciamento dos empreendimentos do Programa Minha Casa Minha Vida","Unidade habitacional licenciada"
"1022",1,117,2662,5,40,6,0.15,"0.01 a 0.4",7969200,0,0,"N�o h� execu��o",-1,"Associado","FUNDO MUNICIPAL DE SAÚDE","Saúde","Administração Geral","Gestão do SUS-BH","Gestão do SUS-BH","Incorporação de Tecnologia de Informação e Comunicação para Área de Urgência da SMSA-PMAT IV.","Projeto executado"
"1023",9,73,2580,6,4,1,0.25,"0.01 a 0.4",20000,0,0,"N�o h� execu��o",-1,"Associado","FUNDAÇÃO ZOO-BOTÂNICA DE BELO HORIZONTE","Gestão Ambiental","Preservação e Conservação Ambiental","Preservação e Conservação da Fauna e Flora","Conservação e Manejo do Acervo Faunístico","Cooperação Institucional  ( META NÃO CUMULATIVA )","Contrato"
"1024",3,211,1392,1,40,0,0,"N�o h� execu��o",10656000,0,0,"N�o h� execu��o",0,"Sustentador","FUNDO MUNICIPAL DE TRANSPORTES URBANOS","Transporte","Serviços Urbanos","Prioridade ao Transporte Coletivo","Implantação de Intervenções para Priorização do Transporte Coletivo","Projetar 80 Km de Intervenções Viárias para Priorização do Transporte Coletivo","Km projetado"
"1025",3,209,1330,13,25,5.88,0.2352,"0.01 a 0.4",267114319,55933652,0.209399676548227,"0.01 a 0.4",1.12321090698242,"Sustentador","SUPERINTENDÊNCIA DE DESENVOLVIMENTO DA CAPITAL","Urbanismo","Infra-Estrutura Urbana","Implantação do Corta Caminho","Implantação do Corta Caminho","Obras diversas de implantação do Corta Caminho","Obra executada"
"1026",1,204,1216,1,6,3,0.5,"0.4 a 0.7",65251425,21942308,0.336273238477167,"0.01 a 0.4",1.48688614368439,"Sustentador","FUNDO MUNICIPAL DE SAÚDE","Saúde","Administração Geral","Gestão e Regionalização da Saúde","Construção, Ampliação e Reforma de Unidades de Saúde","Construção, Ampliação e Reforma de Unidades de Saúde","Obra executada"
"1027",6,222,1326,1,1,0,0,"N�o h� execu��o",1075359,86787,0.0807051412598025,"0.01 a 0.4",0,"Sustentador","SECRETARIA MUNICIPAL ADJUNTA DE REGULAÇÃO URBANA","Urbanismo","Serviços Urbanos","Desburocratização e Melhoria do Atendimento ao Cidadão","Aperfeiçoamento do Sistema de Regularização e Informações Urbanísticas","Manutenção Evolutiva dos Sistemas SIATU-SIURBE com Integração aos Sistemas da PBH","Sistema integrado"
"1028",10,20,2410,3,186,162,0.870967741935484,"0.7 a 1.3",208335,207334,0.995195238438093,"0.7 a 1.3",0.875172734260559,"Associado","FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL","Assistência Social","Assistência Comunitária","Proteção Social Especial","Apoio e Assessoria aos Serviços de Proteção Social de Média Complexidade","Atendimento Psicossocial a Crianças, Adolescentes e Familiares ( META NÃO CUMULATIVA )","Pessoa atendida"
